       Lon        Lat  FastDir(deg)  Amplitude(%)
 36.453108  35.697200       -17.330      0.093625
 37.359247  35.690408       -13.254      0.037450
 38.265155  35.676828        -7.077      0.018725
 25.314217  34.440900       -87.113      0.018725
 26.198816  34.515500       -86.818      0.093625
 27.084933  34.583712        82.847      0.149799
 27.972437  34.645510        80.994      0.112349
 28.861196  34.700869        80.114      0.093625
 29.751075  34.749767        75.726      0.074900
 30.641939  34.792185        55.281      0.074900
 31.533649  34.828106        37.567      0.093625
 32.426067  34.857516         9.685      0.074900
 33.319053  34.880402       -44.903      0.486848
 34.212465  34.896756       -47.080      0.711546
 35.106161  34.906571       -46.377      0.318323
 36.000000  34.909844       -37.180      0.018725
 25.892149  33.702691        62.099      0.000000
 26.766126  33.771478        85.274      0.000000
 27.641444  33.834096       -89.846      0.018725
 28.517983  33.890520       -86.898      0.018725
 29.395617  33.940729        83.991      0.018725
 30.274224  33.984704        71.251      0.018725
 31.153675  34.022428        65.155      0.018725
 32.033843  34.053887        51.677      0.037450
 32.914600  34.079069       -48.851      0.243424
 33.795814  34.097964       -48.335      0.711546
 34.677357  34.110565       -47.822      0.805171
 35.559097  34.116866       -47.370      0.543022
 36.440903  34.116866       -46.936      0.112349
 29.916491  33.173139       -82.032      0.000000
 30.783999  33.212457        40.122      0.000000
 31.652228  33.245751        38.887      0.018725
 32.521058  33.273008        39.691      0.018725
 33.390370  33.294218       -48.383      0.093625
 34.260045  33.309374       -48.044      0.486848
 35.129962  33.318469       -47.626      0.711546
 36.000000  33.321501       -47.164      0.337048
 31.280814  32.433276        33.363      0.000000
 32.138015  32.462395        35.022      0.000000
 32.995715  32.485702        36.371      0.018725
 33.853804  32.503190        35.749      0.018725
 34.712171  32.514852       -47.184      0.131074
 35.570705  32.520684       -47.124      0.093625
 32.611445  31.672597        34.993      0.000000
 33.458225  31.692201        36.131      0.018725
 34.305313  31.706209        36.150      0.018725
 35.152605  31.714615        35.873      0.018725
 36.000000  31.717417        38.087      0.000000
 33.890675  30.897162        35.731      0.000000
 34.734308  30.908115        36.988      0.000000
