       lon        lat  Cref(km/s)   C(km/s)  Cpert(%)
 35.666465  33.651064       4.297  4.294702  0.053489
 35.866465  33.651064       4.297  4.295252  0.040682
 36.066465  33.651064       4.297  4.295839  0.027030
 36.266465  33.651064       4.297  4.296089  0.021209
 36.466465  33.651064       4.297  4.296341  0.015341
 36.666465  33.651064       4.297  4.296516  0.011255
 25.266465  33.851064       4.297  4.304732 -0.179942
 25.466465  33.851064       4.297  4.302445 -0.126726
 25.666465  33.851064       4.297  4.301582 -0.106636
 25.866465  33.851064       4.297  4.300381 -0.078693
 26.066465  33.851064       4.297  4.299027 -0.047166
 26.266465  33.851064       4.297  4.298965 -0.045727
 26.466465  33.851064       4.297  4.298358 -0.031596
 26.666465  33.851064       4.297  4.297179 -0.004155
 26.866465  33.851064       4.297  4.295225  0.041299
 27.066465  33.851064       4.297  4.294914  0.048535
 27.266465  33.851064       4.297  4.294260  0.063763
 27.466465  33.851064       4.297  4.293214  0.088099
 27.666465  33.851064       4.297  4.291464  0.128827
 27.866465  33.851064       4.297  4.290912  0.141680
 28.066465  33.851064       4.297  4.290667  0.147387
 28.266465  33.851064       4.297  4.290202  0.158208
 28.466465  33.851064       4.297  4.289227  0.180901
 28.666465  33.851064       4.297  4.288443  0.199142
 28.866465  33.851064       4.297  4.288276  0.203023
 29.066465  33.851064       4.297  4.287950  0.210602
 29.266465  33.851064       4.297  4.287358  0.224391
 29.466465  33.851064       4.297  4.286882  0.235463
 29.666465  33.851064       4.297  4.286567  0.242791
 29.866465  33.851064       4.297  4.286637  0.241171
 30.066465  33.851064       4.297  4.286479  0.244846
 30.266465  33.851064       4.297  4.286645  0.240988
 30.466465  33.851064       4.297  4.286775  0.237952
 30.666465  33.851064       4.297  4.286954  0.233797
 30.866465  33.851064       4.297  4.287230  0.227359
 31.066465  33.851064       4.297  4.287593  0.218912
 31.266465  33.851064       4.297  4.288140  0.206196
 31.466465  33.851064       4.297  4.288311  0.202201
 31.666465  33.851064       4.297  4.288692  0.193343
 31.866465  33.851064       4.297  4.289048  0.185056
 32.066465  33.851064       4.297  4.289544  0.173527
 32.266465  33.851064       4.297  4.289900  0.165240
 32.466465  33.851064       4.297  4.290063  0.161427
 32.666465  33.851064       4.297  4.290218  0.157820
 32.866465  33.851064       4.297  4.290352  0.154715
