       lon        lat  Cref(km/s)   C(km/s)  Cpert(%)
 34.266465  30.451064       3.734  3.733633  0.009834
 34.466465  30.451064       3.734  3.733623  0.010090
 34.666465  30.451064       3.734  3.733610  0.010448
 33.866465  30.651064       3.734  3.733652  0.009322
 34.066465  30.651064       3.734  3.733642  0.009578
 34.266465  30.651064       3.734  3.733633  0.009834
 34.466465  30.651064       3.734  3.733623  0.010090
 34.666465  30.651064       3.734  3.733614  0.010346
 34.866465  30.651064       3.734  3.733602  0.010653
 35.066465  30.651064       3.734  3.733602  0.010653
 33.666465  30.851064       3.734  3.733656  0.009219
 33.866465  30.851064       3.734  3.733652  0.009322
 34.066465  30.851064       3.734  3.733642  0.009578
 34.266465  30.851064       3.734  3.733631  0.009885
 34.466465  30.851064       3.734  3.733623  0.010090
 34.666465  30.851064       3.734  3.733614  0.010346
 34.866465  30.851064       3.734  3.733604  0.010602
 35.066465  30.851064       3.734  3.733602  0.010653
 33.266465  31.051064       3.734  3.733507  0.013214
 33.466465  31.051064       3.734  3.733535  0.012446
 33.666465  31.051064       3.734  3.733564  0.011678
 33.866465  31.051064       3.734  3.733579  0.011268
 34.066465  31.051064       3.734  3.733593  0.010909
 34.266465  31.051064       3.734  3.733593  0.010909
 34.466465  31.051064       3.734  3.733587  0.011063
 34.666465  31.051064       3.734  3.733621  0.010141
 34.866465  31.051064       3.734  3.733675  0.008707
 35.066465  31.051064       3.734  3.733728  0.007273
 35.266465  31.051064       3.734  3.733761  0.006402
 32.866465  31.251064       3.734  3.733432  0.015212
 33.066465  31.251064       3.734  3.733419  0.015570
 33.266465  31.251064       3.734  3.733434  0.015160
 33.466465  31.251064       3.734  3.733451  0.014699
 33.666465  31.251064       3.734  3.733472  0.014136
 33.866465  31.251064       3.734  3.733493  0.013573
 34.066465  31.251064       3.734  3.733518  0.012907
 34.266465  31.251064       3.734  3.733541  0.012292
 34.466465  31.251064       3.734  3.733598  0.010756
 34.666465  31.251064       3.734  3.733654  0.009270
 34.866465  31.251064       3.734  3.733719  0.007529
 35.066465  31.251064       3.734  3.733799  0.005378
 35.266465  31.251064       3.734  3.733883  0.003124
 35.466465  31.251064       3.734  3.733941  0.001588
 35.666465  31.251064       3.734  3.734013 -0.000359
 35.866465  31.251064       3.734  3.733990  0.000256
 32.666465  31.451064       3.734  3.733465  0.014341
 32.866465  31.451064       3.734  3.733426  0.015365
 33.066465  31.451064       3.734  3.733388  0.016390
 33.266465  31.451064       3.734  3.733380  0.016595
 33.466465  31.451064       3.734  3.733386  0.016441
 33.666465  31.451064       3.734  3.733403  0.015980
 33.866465  31.451064       3.734  3.733424  0.015417
 34.066465  31.451064       3.734  3.733449  0.014751
 34.266465  31.451064       3.734  3.733505  0.013265
 34.466465  31.451064       3.734  3.733604  0.010602
 34.666465  31.451064       3.734  3.733679  0.008605
 34.866465  31.451064       3.734  3.733759  0.006453
 35.066465  31.451064       3.734  3.733853  0.003944
 35.266465  31.451064       3.734  3.733973  0.000717
 35.466465  31.451064       3.734  3.734015 -0.000410
 35.666465  31.451064       3.734  3.734015 -0.000410
 35.866465  31.451064       3.734  3.733996  0.000102
 36.066465  31.451064       3.734  3.733975  0.000666
 36.266465  31.451064       3.734  3.733967  0.000871
 32.266465  31.651064       3.734  3.733487  0.013726
 32.466465  31.651064       3.734  3.733501  0.013368
 32.666465  31.651064       3.734  3.733465  0.014341
 32.866465  31.651064       3.734  3.733424  0.015417
 33.066465  31.651064       3.734  3.733386  0.016441
 33.266465  31.651064       3.734  3.733348  0.017465
 33.466465  31.651064       3.734  3.733331  0.017926
 33.666465  31.651064       3.734  3.733344  0.017568
 33.866465  31.651064       3.734  3.733390  0.016338
 34.066465  31.651064       3.734  3.733388  0.016390
 34.266465  31.651064       3.734  3.733465  0.014341
 34.466465  31.651064       3.734  3.733595  0.010858
 34.666465  31.651064       3.734  3.733696  0.008144
 34.866465  31.651064       3.734  3.733799  0.005378
 35.066465  31.651064       3.734  3.733914  0.002305
 35.266465  31.651064       3.734  3.734025 -0.000666
 35.466465  31.651064       3.734  3.734033 -0.000871
 35.666465  31.651064       3.734  3.734015 -0.000410
 35.866465  31.651064       3.734  3.733996  0.000102
 36.066465  31.651064       3.734  3.733979  0.000563
 36.266465  31.651064       3.734  3.733967  0.000871
