       Lon        Lat  FastDir(deg)  Amplitude(%)
 30.411573  41.723145       -45.466      0.991743
 31.425520  41.767937       -37.691      0.873912
 32.440743  41.803802       -23.249      0.569516
 33.456961  41.830719       -22.290      0.638250
 34.473891  41.848673       -19.814      0.923008
 35.491250  41.857653        -1.036      0.952466
 36.508751  41.857653        20.973      0.814997
 37.526110  41.848673        25.715      0.844454
 38.543040  41.830719        24.620      0.657889
 39.559258  41.803802        45.197      0.589154
 40.574481  41.767937        64.560      1.089935
 41.588428  41.723145       -88.460      1.571078
 42.600822  41.669454       -75.564      2.120955
 43.611390  41.606894       -14.417      1.335416
 44.619862  41.535503       -19.353      1.963847
 45.625974  41.455322       -31.710      1.934390
 46.629466  41.366397       -37.998      0.923008
 25.032923  40.580333        -0.715      0.049096
 26.020881  40.670586        -5.371      0.274939
 27.011390  40.752397       -12.084      0.589154
 28.004214  40.825720       -25.699      0.667708
 28.999107  40.890514       -42.009      0.932828
 29.995821  40.946742       -47.498      1.463066
 30.994104  40.994375       -42.494      1.895113
 31.993700  41.033384       -30.424      1.777282
 32.994350  41.063747       -25.617      1.492524
 33.995792  41.085447       -32.844      1.188128
 34.997764  41.098472       -35.623      1.060478
 36.000000  41.102815       -51.569      0.814997
 37.002237  41.098472       -70.485      0.785539
 38.004208  41.085447       -62.950      0.127650
 39.005651  41.063747        34.433      0.598973
 40.006300  41.033384        48.418      1.983486
 41.005896  40.994375        59.825      2.170051
 42.004180  40.946742        86.496      1.875474
 43.000894  40.890514       -77.587      0.598973
 43.995787  40.825720        -2.434      1.394332
 44.988610  40.752397       -19.364      2.877036
 45.979120  40.670586       -26.000      1.639813
 46.967077  40.580333       -32.007      0.333854
 25.678615  39.882245        -7.089      0.176746
 26.653987  39.965457       -15.610      0.540058
 27.631619  40.040475       -27.372      0.873912
 28.611286  40.107261       -40.517      1.148851
 29.592760  40.165777       -52.979      1.413970
 30.575806  40.215992       -61.755      1.806740
 31.560190  40.257880       -45.192      1.993305
 32.545671  40.291418       -32.413      2.435171
 33.532009  40.316587       -39.211      2.798483
 34.518960  40.333374       -44.950      2.278063
 35.506279  40.341770       -57.734      1.757643
 36.493721  40.341770       -72.342      2.582459
 37.481041  40.333374       -75.802      3.112698
 38.467992  40.316587       -72.424      1.787101
 39.454329  40.291418        72.454      0.795358
 40.439811  40.257880        52.319      2.189690
 41.424194  40.215992        49.355      2.081678
 42.407241  40.165777        74.204      0.687347
 43.388714  40.107261        21.138      0.186566
 44.368381  40.040475        -6.235      1.158670
 45.346013  39.965457       -19.360      1.639813
 46.321385  39.882245       -26.337      0.373131
 25.346755  39.090419       -14.608      0.029458
 26.307438  39.174812       -26.075      0.373131
 27.270322  39.251299       -37.520      1.011381
 28.235200  39.319840       -45.480      1.325597
 29.201859  39.380402       -60.923      1.129212
 30.170087  39.432952       -80.464      1.787101
 31.139664  39.477464       -73.514      1.914751
 32.110370  39.513914       -46.963      2.032582
 33.081982  39.542284       -45.654      3.220710
 34.054276  39.562559       -52.437      3.338541
 35.027024  39.574728       -64.466      2.474448
 36.000000  39.578785       -76.746      2.680652
 36.972976  39.574728       -77.722      3.927695
 37.945725  39.562559       -79.293      3.888418
 38.918018  39.542284       -74.421      2.906494
 39.889631  39.513914       -85.778      1.914751
 40.860337  39.477464        47.815      2.543182
 41.829914  39.432952        39.764      1.374693
 42.798141  39.380402        30.149      0.216023
 43.764801  39.319840        21.720      0.481143
 44.729678  39.251299        -7.967      0.382950
 45.692562  39.174812       -28.335      0.225842
 46.653246  39.090419       -58.996      0.039277
 25.024845  38.295225        60.513      0.029458
 25.971274  38.380587        79.455      0.088373
 26.919840  38.458323       -57.063      0.490962
 27.870351  38.528395       -50.240      1.217585
 28.822613  38.590768       -56.327      1.031020
 29.776429  38.645413       -74.293      1.335416
 30.731596  38.692302       -74.186      2.405713
 31.687913  38.731411       -65.514      2.680652
 32.645173  38.762722       -69.790      2.798483
 33.603169  38.786219       -67.389      2.415532
 34.561690  38.801891       -76.845      2.032582
 35.520528  38.809728       -77.330      2.003124
 36.479472  38.809728       -62.380      2.503905
 37.438310  38.801891       -68.929      2.464628
 38.396832  38.786219       -77.121      2.710109
 39.354827  38.762722       -70.478      3.839322
 40.312087  38.731411       -81.502      3.132337
 41.268404  38.692302        74.154      1.482705
 42.223572  38.645413       -52.317      0.402589
 43.177387  38.590768        19.381      0.490962
 44.129650  38.528395        23.951      0.687347
 45.080161  38.458323        17.008      0.255300
 46.028727  38.380587       -18.991      0.019638
 24.712452  37.496777        39.145      0.039277
 25.645047  37.582904        50.412      0.196385
 26.579711  37.661678        56.821      0.451685
 27.516267  37.733062        -2.485      0.157108
 28.454536  37.797022       -20.302      1.237224
 29.394337  37.853530       -23.802      1.276501
 30.335484  37.902557       -43.560      2.140594
 31.277789  37.944081       -50.370      3.151975
 32.221064  37.978083       -59.101      2.857398
 33.165116  38.004545       -77.524      2.120955
 34.109752  38.023456        87.006      1.099755
 35.054779  38.034806        70.050      0.814997
 36.000000  38.038590       -15.798      0.314216
 36.945222  38.034806       -18.003      1.561259
 37.890248  38.023456       -25.031      0.864093
 38.834885  38.004545       -61.155      2.386075
 39.778937  37.978083       -65.912      3.711672
 40.722211  37.944081       -72.769      2.484267
 41.664517  37.902557       -61.465      1.325597
 42.605664  37.853530       -29.985      0.382950
 43.545464  37.797022        32.327      0.736443
 44.483734  37.733062        27.863      0.490962
 45.420290  37.661678        20.296      0.117831
 24.409164  36.695187        18.251      0.058915
 25.328331  36.781882        22.537      0.147289
 26.249495  36.861490        27.796      0.294577
 27.172495  36.933975        13.510      0.677527
 28.097165  36.999306         0.333      1.551439
 29.023337  37.057452        -6.264      2.091497
 29.950842  37.108388       -16.284      1.895113
 30.879507  37.152091       -32.462      2.278063
 31.809156  37.188540       -31.140      2.592279
 32.739614  37.217719       -23.865      2.268244
 33.670702  37.239616       -21.322      1.207766
 34.602240  37.254219       -34.068      1.031020
 35.534050  37.261522        -8.046      0.873912
 36.465950  37.261522         5.151      1.315778
 37.397760  37.254219        -4.402      2.179871
 38.329299  37.239616       -19.476      2.003124
 39.260387  37.217719       -45.136      1.963847
 40.190844  37.188540       -55.759      1.502343
 41.120494  37.152091       -64.448      1.129212
 42.049159  37.108388       -63.841      0.598973
 42.976663  37.057452        60.342      0.284758
 43.902836  36.999306        41.209      0.333854
 44.827506  36.933975        26.407      0.147289
 24.114587  35.890566        13.824      0.058915
 25.020718  35.977638         3.510      0.127650
 25.928773  36.057883         0.092      0.225842
 26.838602  36.131267        -5.891      0.451685
 27.750054  36.197758        -5.845      0.873912
 28.662974  36.257327        -2.161      1.089935
 29.577207  36.309950        -2.147      0.991743
 30.492593  36.355602        -7.511      0.726624
 31.408970  36.394265       -16.773      1.237224
 32.326177  36.425921       -11.440      2.827940
 33.244049  36.450557       -10.444      2.935952
 34.162421  36.468162       -28.677      0.648070
 35.081127  36.478728       -52.614      0.736443
 36.000000  36.482251       -14.109      0.775720
 36.918873  36.478728        -3.440      1.413970
 37.837579  36.468162       -11.377      1.679090
 38.755951  36.450557       -19.181      1.197947
 39.673823  36.425921       -30.095      0.618612
 40.591030  36.394265       -50.912      0.353493
 41.507408  36.355602       -70.208      0.274939
 42.422793  36.309950       -83.888      0.186566
 43.337026  36.257327        71.579      0.117831
 24.721820  35.170287        -1.789      0.058915
 25.617142  35.250980       -12.856      0.098192
 26.514174  35.325066       -18.092      0.147289
 27.412779  35.392515       -22.657      0.216023
 28.312814  35.453300       -16.149      0.196385
 29.214134  35.507394         4.024      0.147289
 30.116594  35.554776        18.417      0.157108
 31.020046  35.595426         3.870      0.255300
 31.924339  35.629327        -5.814      1.237224
 32.829323  35.656464        -4.412      1.954028
 33.734845  35.676828         6.958      0.697166
 34.640753  35.690408        75.577      0.864093
 35.546892  35.697200        81.230      0.461504
 36.453108  35.697200        -9.233      0.304396
 37.359247  35.690408       -10.429      0.608793
 38.265155  35.676828       -13.403      0.481143
 39.170678  35.656464       -13.372      0.245481
 40.075662  35.629327       -23.299      0.088373
 25.314217  34.440900       -33.333      0.019638
 26.198816  34.515500       -39.673      0.029458
 27.084933  34.583712       -44.272      0.029458
 27.972437  34.645510       -41.991      0.049096
 31.533649  34.828106        -3.793      0.294577
 32.426067  34.857516        -2.757      0.628431
 33.319053  34.880402        15.340      0.402589
 34.212465  34.896756        56.403      0.412408
 35.106161  34.906571        67.794      0.324035
 36.000000  34.909844        75.337      0.068735
 36.893839  34.906571       -14.087      0.098192
 32.914600  34.079069         6.852      0.078554
 33.795814  34.097964        49.201      0.098192
