       Lon        Lat  FastDir(deg)  Amplitude(%)
 24.342295  45.713739       -84.784      0.014566
 25.438874  45.821367       -79.327      0.014566
 26.539493  45.918467       -74.618      0.014566
 27.643759  46.004965       -42.507      0.014566
 23.986916  44.944132       -86.191      0.014566
 25.064990  45.053549       -80.466      0.043698
 26.147003  45.152786       -74.768      0.043698
 27.232597  45.241772       -53.013      0.029132
 28.321398  45.320443       -45.361      0.116527
 29.413027  45.388742       -45.419      0.174791
 30.507095  45.446619       -37.288      0.029132
 24.703642  44.282116       -85.551      0.043698
 25.767646  44.383234       -78.705      0.058264
 26.835152  44.474441       -53.840      0.058264
 27.905816  44.555675       -45.584      0.349582
 28.979288  44.626880       -46.575      0.742862
 30.055211  44.688006       -45.402      0.451543
 31.133218  44.739011       -34.603      0.087396
 32.212938  44.779858        16.305      0.029132
 33.293997  44.810519        32.808      0.029132
 24.354249  43.507186       -88.339      0.029132
 25.400818  43.609936       -85.707      0.072830
 26.450801  43.703108       -67.477      0.058264
 27.503883  43.786639       -43.964      0.262187
 28.559741  43.860476       -46.495      0.917653
 29.618044  43.924568       -46.661      1.150708
 30.678456  43.978874       -45.534      0.757428
 31.740633  44.023356       -40.099      0.189357
 32.804229  44.057984        10.291      0.058264
 33.868892  44.082735        25.798      0.072830
 34.934268  44.097593        43.958      0.058264
 36.000000  44.102547        46.318      0.029132
 37.065733  44.097593        63.971      0.029132
 24.016259  42.728872       -88.693      0.014566
 25.045944  42.833017       -88.614      0.058264
 26.078951  42.927905       -87.163      0.058264
 27.114989  43.013478       -28.626      0.043698
 28.153759  43.089682       -42.051      0.305884
 29.194958  43.156467       -46.556      0.903087
 30.238272  43.213792       -46.752      1.238103
 31.283388  43.261619       -46.939      0.975917
 32.329982  43.299918       -53.578      0.320450
 33.377731  43.328664        -3.831      0.218489
 34.426308  43.347839        -3.642      0.568071
 35.475381  43.357429         0.651      0.320450
 36.524620  43.357429        48.845      0.072830
 37.573693  43.347839        53.148      0.043698
 38.622269  43.328664        52.312      0.014566
 39.670018  43.299918        79.911      0.043698
 24.702482  42.052593       -87.949      0.043698
 25.719041  42.148961       -89.199      0.072830
 26.738554  42.236329        63.548      0.000000
 27.760748  42.314644        -9.701      0.072830
 28.785340  42.383859       -39.539      0.174791
 29.812045  42.443932       -48.431      0.597203
 30.840569  42.494826       -51.857      0.946785
 31.870617  42.536509       -67.630      0.786560
 32.901888  42.568957        86.751      0.626334
 33.934080  42.592148       -11.253      2.228586
 34.966886  42.606068       -11.550      3.510386
 36.000000  42.610709       -12.271      0.568071
 37.033114  42.606068        50.553      0.072830
 38.065921  42.592148        43.501      0.072830
 39.098112  42.568957        57.354      0.043698
 40.129384  42.536509        87.648      0.131093
 41.159432  42.494826       -78.984      0.174791
 42.187956  42.443932       -66.774      0.160225
 24.369915  41.268780       -89.061      0.029132
 25.370535  41.366397       -88.050      0.058264
 26.374027  41.455322        78.722      0.029132
 27.380139  41.535503        39.509      0.058264
 28.388611  41.606894        53.712      0.131093
 29.399179  41.669454        66.368      0.305884
 30.411573  41.723145        74.313      0.699164
 31.425520  41.767937        75.202      1.616817
 32.440743  41.803802        80.240      2.315981
 33.456961  41.830719       -63.971      1.223537
 34.473891  41.848673       -20.130      5.826367
 35.491250  41.857653       -27.060      4.005628
 36.508751  41.857653       -43.713      0.771994
 37.526110  41.848673        35.068      0.116527
 38.543040  41.830719         4.856      0.320450
 39.559258  41.803802        -8.094      0.349582
 40.574481  41.767937       -53.251      0.524373
 41.588428  41.723145       -53.656      0.728296
 42.600822  41.669454       -55.957      0.480675
 43.611390  41.606894       -65.058      0.364148
 44.619862  41.535503       -63.994      0.233055
 24.047752  40.481686        83.256      0.014566
 25.032923  40.580333        85.613      0.058264
 26.020881  40.670586        87.841      0.043698
 27.011390  40.752397        58.545      0.145659
 28.004214  40.825720        61.768      0.699164
 28.999107  40.890514        64.298      1.092444
 29.995821  40.946742        66.364      1.223537
 30.994104  40.994375        64.062      2.505338
 31.993700  41.033384        71.496      3.597782
 32.994350  41.063747       -88.817      3.131672
 33.995792  41.085447       -51.559      3.146238
 34.997764  41.098472       -38.519      4.355210
 36.000000  41.102815       -50.682      2.315981
 37.002237  41.098472        80.888      0.524373
 38.004208  41.085447        19.827      0.655466
 39.005651  41.063747        -0.738      1.951833
 40.006300  41.033384       -14.155      2.563602
 41.005896  40.994375       -32.240      2.010097
 42.004180  40.946742       -38.058      1.485724
 43.000894  40.890514       -54.818      0.713730
 43.995787  40.825720       -58.744      0.699164
 44.988610  40.752397       -57.465      0.407846
 24.705724  39.790884        75.049      0.043698
 25.678615  39.882245       -86.953      0.043698
 26.653987  39.965457       -55.414      0.101961
 27.631619  40.040475        68.908      0.728296
 28.611286  40.107261        70.241      1.325499
 29.592760  40.165777        75.824      0.815691
 30.575806  40.215992        41.378      0.771994
 31.560190  40.257880        47.633      1.602251
 32.545671  40.291418        76.141      1.573119
 33.532009  40.316587       -69.432      2.141190
 34.518960  40.333374       -49.723      2.578168
 35.506279  40.341770       -49.473      1.806174
 36.493721  40.341770        61.277      0.524373
 37.481041  40.333374        36.019      2.097492
 38.467992  40.316587        14.096      2.592733
 39.454329  40.291418        -1.714      4.034759
 40.439811  40.257880       -13.224      3.437557
 41.424194  40.215992       -24.531      2.112058
 42.407241  40.165777       -23.735      1.121576
 43.388714  40.107261       -48.469      0.684598
 44.368381  40.040475       -48.491      0.640900
 45.346013  39.965457       -45.635      0.218489
 24.388474  38.998162        14.177      0.000000
 25.346755  39.090419       -51.457      0.087396
 26.307438  39.174812       -46.121      0.407846
 27.270322  39.251299       -49.813      0.873955
 28.235200  39.319840       -71.316      0.990482
 29.201859  39.380402       -71.104      0.917653
 30.170087  39.432952        10.722      0.553505
 31.139664  39.477464        16.917      1.675081
 32.110370  39.513914         0.888      1.340064
 33.081982  39.542284       -47.385      0.684598
 34.054276  39.562559       -52.034      1.150708
 35.027024  39.574728       -51.165      1.252669
 36.000000  39.578785       -43.449      0.932219
 36.972976  39.574728        30.051      0.990482
 37.945725  39.562559        22.817      2.359679
 38.918018  39.542284         7.896      4.136721
 39.889631  39.513914        -3.568      3.918232
 40.860337  39.477464       -16.099      2.301415
 41.829914  39.432952       -12.736      1.267235
 42.798141  39.380402       -12.248      0.626334
 43.764801  39.319840       -33.791      0.393280
 44.729678  39.251299       -34.376      0.247621
 24.080738  38.202277       -75.329      0.116527
 25.024845  38.295225       -47.827      0.291318
 25.971274  38.380587       -44.158      0.873955
 26.919840  38.458323       -44.682      1.777042
 27.870351  38.528395       -47.564      2.578168
 28.822613  38.590768       -49.872      1.893569
 29.776429  38.645413       -15.897      0.611769
 30.731596  38.692302        33.771      1.412894
 31.687913  38.731411        36.858      0.670032
 32.645173  38.762722       -28.771      0.378714
 33.603169  38.786219        64.839      0.888521
 34.561690  38.801891        72.953      1.543987
 35.520528  38.809728        82.800      1.573119
