       Lon        Lat  FastDir(deg)  Amplitude(%)
 36.479472  38.809728       -82.441      0.917653
 37.438310  38.801891        77.383      0.320450
 38.396832  38.786219        11.538      1.777042
 39.354827  38.762722         1.351      2.315981
 40.312087  38.731411       -15.398      1.645949
 41.268404  38.692302       -12.499      1.005048
 42.223572  38.645413         0.139      0.611769
 43.177387  38.590768        -7.678      0.174791
 44.129650  38.528395       -26.968      0.072830
 24.712452  37.496777       -73.580      0.815691
 25.645047  37.582904       -59.921      1.485724
 26.579711  37.661678       -48.390      1.951833
 27.516267  37.733062       -46.514      2.680129
 28.454536  37.797022       -39.498      2.607299
 29.394337  37.853530       -17.015      1.645949
 30.335484  37.902557        17.466      1.092444
 31.277789  37.944081        64.287      0.538939
 32.221064  37.978083       -84.411      0.509807
 33.165116  38.004545        52.635      0.917653
 34.109752  38.023456        61.704      2.417942
 35.054779  38.034806        68.481      2.505338
 36.000000  38.038590        89.709      2.607299
 36.945222  38.034806       -76.957      3.029711
 37.890248  38.023456       -80.118      1.179839
 38.834885  38.004545        33.782      0.160225
 39.778937  37.978083       -83.591      0.699164
 40.722211  37.944081       -49.137      0.436978
 41.664517  37.902557       -10.235      0.349582
 42.605664  37.853530         2.454      0.145659
 24.409164  36.695187       -85.421      1.077878
 25.328331  36.781882       -81.280      2.898618
 26.249495  36.861490       -74.118      2.359679
 27.172495  36.933975       -60.720      1.442026
 28.097165  36.999306       -34.192      1.485724
 29.023337  37.057452        -7.265      3.422991
 29.950842  37.108388        12.650      2.345113
 30.879507  37.152091        55.806      0.961351
 31.809156  37.188540        82.406      0.684598
 32.739614  37.217719        55.025      0.771994
 33.670702  37.239616        51.182      1.150708
 34.602240  37.254219        54.661      1.019614
 35.534050  37.261522       -82.528      1.296367
 36.465950  37.261522       -73.147      3.743441
 37.397760  37.254219       -75.065      2.694695
 38.329299  37.239616       -83.815      0.815691
 39.260387  37.217719        83.458      0.553505
 40.190844  37.188540       -86.589      0.466109
 41.120494  37.152091       -33.591      0.160225
 24.114587  35.890566       -88.556      0.174791
 25.020718  35.977638       -86.886      0.903087
 25.928773  36.057883       -87.362      1.543987
 26.838602  36.131267        82.894      0.990482
 27.750054  36.197758        66.870      0.218489
 28.662974  36.257327        -2.264      1.951833
 29.577207  36.309950        -0.684      2.709261
 30.492593  36.355602        53.930      0.495241
 31.408970  36.394265        83.469      0.728296
 32.326177  36.425921        84.916      0.364148
 33.244049  36.450557        75.833      0.305884
 34.162421  36.468162        42.403      0.218489
 35.081127  36.478728        27.355      0.189357
 36.000000  36.482251       -73.544      1.092444
 36.918873  36.478728       -75.340      1.369196
 37.837579  36.468162       -84.351      0.436978
 38.755951  36.450557        80.294      0.203923
 39.673823  36.425921        80.091      0.145659
 24.721820  35.170287        79.404      0.043698
 25.617142  35.250980        67.447      0.247621
 26.514174  35.325066        63.523      0.640900
 27.412779  35.392515        58.559      0.524373
 28.312814  35.453300        11.524      0.189357
 29.214134  35.507394       -13.117      0.742862
 30.116594  35.554776       -36.084      0.422412
 31.020046  35.595426       -69.744      0.524373
 31.924339  35.629327       -63.177      0.553505
 32.829323  35.656464       -67.450      0.815691
 33.734845  35.676828       -75.197      0.844823
 34.640753  35.690408        84.096      0.320450
 35.546892  35.697200        55.316      0.247621
 36.453108  35.697200        80.214      0.203923
 37.359247  35.690408       -86.443      0.116527
 38.265155  35.676828        66.399      0.043698
 25.314217  34.440900         2.933      0.101961
 26.198816  34.515500        32.929      0.160225
 27.084933  34.583712        49.874      0.233055
 27.972437  34.645510        43.843      0.101961
 28.861196  34.700869       -51.487      0.087396
 29.751075  34.749767       -57.773      0.262187
 30.641939  34.792185       -61.334      0.407846
 31.533649  34.828106       -60.967      0.495241
 32.426067  34.857516       -56.239      0.655466
 33.319053  34.880402       -66.085      0.830257
 34.212465  34.896756       -77.133      0.626334
 35.106161  34.906571        81.978      0.174791
 36.000000  34.909844        50.898      0.058264
 25.892149  33.702691         0.070      0.043698
 26.766126  33.771478        27.872      0.029132
 27.641444  33.834096        44.351      0.029132
 28.517983  33.890520       -88.546      0.014566
 29.395617  33.940729       -75.478      0.058264
 30.274224  33.984704       -67.324      0.101961
 31.153675  34.022428       -63.757      0.218489
 32.033843  34.053887       -61.749      0.378714
 32.914600  34.079069       -61.490      0.553505
 33.795814  34.097964       -64.754      0.655466
 34.677357  34.110565       -64.869      0.553505
 35.559097  34.116866       -62.281      0.291318
 36.440903  34.116866       -58.064      0.072830
 29.916491  33.173139        66.213      0.014566
 30.783999  33.212457       -80.115      0.014566
 31.652228  33.245751       -64.517      0.058264
 32.521058  33.273008       -63.460      0.160225
 33.390370  33.294218       -62.553      0.305884
 34.260045  33.309374       -61.987      0.509807
 35.129962  33.318469       -61.408      0.538939
 36.000000  33.321501       -60.697      0.262187
 32.995715  32.485702       -64.809      0.029132
 33.853804  32.503190       -62.132      0.116527
 34.712171  32.514852       -61.574      0.262187
 35.570705  32.520684       -61.271      0.218489
