       Lon        Lat  FastDir(deg)  Amplitude(%)
 25.020718  35.977638       -75.178      0.746745
 25.928773  36.057883       -83.991      1.617948
 26.838602  36.131267       -80.074      2.059206
 27.750054  36.197758       -70.552      1.912120
 28.662974  36.257327       -65.475      1.425604
 29.577207  36.309950       -76.300      0.984346
 30.492593  36.355602        87.960      1.074860
 31.408970  36.394265        84.037      1.199318
 32.326177  36.425921        76.508      0.599659
 33.244049  36.450557        20.658      0.837260
 34.162421  36.468162        18.657      1.584005
 35.081127  36.478728        25.688      0.973031
 36.000000  36.482251        57.194      0.859888
 36.918873  36.478728        84.211      1.052232
 37.837579  36.468162       -71.358      1.210632
 38.755951  36.450557       -61.601      1.086175
 39.673823  36.425921       -72.631      0.792002
 40.591030  36.394265       -82.987      0.950403
 41.507408  36.355602       -84.091      1.674519
 42.422793  36.309950       -89.736      3.303781
 43.337026  36.257327        87.116      3.903440
 24.721820  35.170287       -53.920      0.429944
 25.617142  35.250980       -68.252      0.599659
 26.514174  35.325066       -78.695      1.108803
 27.412779  35.392515       -75.434      1.335090
 28.312814  35.453300       -72.520      1.165375
 29.214134  35.507394       -77.714      0.848574
 30.116594  35.554776        88.316      0.769374
 31.020046  35.595426        81.641      0.882517
 31.924339  35.629327        78.836      0.927774
 32.829323  35.656464        67.837      0.690173
 33.734845  35.676828        31.136      0.837260
 34.640753  35.690408        22.865      1.301147
 35.546892  35.697200        28.798      1.063546
 36.453108  35.697200        51.722      0.407315
 37.359247  35.690408       -80.544      0.554402
 38.265155  35.676828       -66.964      0.792002
 39.170678  35.656464       -66.296      0.735431
 40.075662  35.629327       -74.464      0.724116
 25.314217  34.440900       -48.942      0.339430
 26.198816  34.515500       -69.735      0.463887
 27.084933  34.583712       -77.751      0.746745
 27.972437  34.645510       -76.171      0.825945
 28.861196  34.700869       -77.587      0.701488
 29.751075  34.749767       -85.698      0.565716
 30.641939  34.792185        84.716      0.588345
 31.533649  34.828106        80.414      0.690173
 32.426067  34.857516        75.682      0.712802
 33.319053  34.880402        62.041      0.588345
 34.212465  34.896756        34.625      0.735431
 35.106161  34.906571        26.176      0.916460
 36.000000  34.909844        29.200      0.633602
 36.893839  34.906571        55.331      0.169715
 32.914600  34.079069        70.621      0.486516
 33.795814  34.097964        54.031      0.429944
