       Lon        Lat  FastDir(deg)  Amplitude(%)
 25.032923  40.580333        89.622      0.230785
 26.020881  40.670586        71.310      0.153857
 27.011390  40.752397        13.348      0.346178
 28.004214  40.825720        -3.974      0.666713
 28.999107  40.890514        -9.114      0.666713
 29.995821  40.946742        27.787      0.333357
 30.994104  40.994375        53.685      0.910320
 31.993700  41.033384        53.474      0.935963
 32.994350  41.063747        58.131      0.525678
 33.995792  41.085447        80.175      1.307783
 34.997764  41.098472        87.737      2.884816
 36.000000  41.102815        88.283      1.884747
 37.002237  41.098472        80.498      0.512856
 38.004208  41.085447       -76.343      0.243607
 39.005651  41.063747        88.651      1.243676
 40.006300  41.033384        79.253      1.923211
 41.005896  40.994375        75.690      1.205212
 42.004180  40.946742        81.203      0.653892
 43.000894  40.890514        89.859      0.474392
 43.995787  40.825720        -9.227      0.589785
 44.988610  40.752397        -6.317      0.564142
 24.705724  39.790884       -88.916      0.205142
 25.678615  39.882245        85.461      0.282071
 26.653987  39.965457        52.916      0.320535
 27.631619  40.040475        46.456      0.474392
 28.611286  40.107261        45.645      0.282071
 29.592760  40.165777        40.502      0.410285
 30.575806  40.215992        47.609      0.923141
 31.560190  40.257880        46.289      1.256498
 32.545671  40.291418        50.698      0.756463
 33.532009  40.316587       -78.557      0.038464
 34.518960  40.333374       -83.028      0.500035
 35.506279  40.341770        79.791      1.474462
 36.493721  40.341770        44.752      1.705247
 37.481041  40.333374        23.194      2.769424
 38.467992  40.316587        18.445      1.256498
 39.454329  40.291418        46.373      0.987248
 40.439811  40.257880        35.296      0.910320
 41.424194  40.215992         0.509      1.423176
 42.407241  40.165777        -8.773      1.705247
 43.388714  40.107261        -9.056      1.692426
 44.368381  40.040475        -8.008      1.410355
 45.346013  39.965457        -7.777      0.538499
 24.388474  38.998162       -89.769      0.128214
 25.346755  39.090419        89.944      0.294892
 26.307438  39.174812        73.651      0.269250
 27.270322  39.251299        56.262      0.487213
 28.235200  39.319840        60.863      0.512856
 29.201859  39.380402        20.679      0.192321
 30.170087  39.432952         3.838      0.666713
 31.139664  39.477464        10.697      1.051355
 32.110370  39.513914        29.221      0.859034
 33.081982  39.542284        60.674      1.064177
 34.054276  39.562559       -46.218      0.089750
 35.027024  39.574728        80.959      0.525678
 36.000000  39.578785        64.001      0.859034
 36.972976  39.574728        21.584      2.141175
 37.945725  39.562559        13.992      2.295032
 38.918018  39.542284        17.350      1.666783
 39.889631  39.513914        31.312      1.371890
 40.860337  39.477464        24.439      1.448819
 41.829914  39.432952        -0.299      1.884747
 42.798141  39.380402        -7.669      1.936032
 43.764801  39.319840        -8.163      1.500104
 44.729678  39.251299        -8.904      0.653892
 24.080738  38.202277       -86.793      0.166678
 25.024845  38.295225       -87.966      0.307714
 25.971274  38.380587       -88.177      0.320535
 26.919840  38.458323       -58.418      0.051286
 27.870351  38.528395       -34.441      0.448749
 28.822613  38.590768       -23.584      0.948784
 29.776429  38.645413       -16.031      1.615497
 30.731596  38.692302        -7.453      1.987318
 31.687913  38.731411        -0.731      1.589854
 32.645173  38.762722        41.292      0.538499
 33.603169  38.786219        42.180      0.435928
 34.561690  38.801891         2.704      0.717999
 35.520528  38.809728        -4.457      0.512856
 36.479472  38.809728       -11.982      1.320605
 37.438310  38.801891       -10.691      1.487283
 38.396832  38.786219       -25.264      0.346178
 39.354827  38.762722       -73.064      0.859034
 40.312087  38.731411        77.289      1.333426
 41.268404  38.692302        49.808      1.371890
 42.223572  38.645413        17.924      0.794927
 43.177387  38.590768         4.532      0.512856
 44.129650  38.528395         0.501      0.141035
 45.080161  38.458323        -7.452      0.012821
 24.712452  37.496777       -85.119      0.833391
 25.645047  37.582904       -84.687      1.166748
 26.579711  37.661678       -82.094      0.641070
 27.516267  37.733062       -61.198      0.807749
 28.454536  37.797022       -38.373      1.884747
 29.394337  37.853530       -23.151      2.423246
 30.335484  37.902557       -20.390      2.333496
 31.277789  37.944081       -20.480      1.910389
 32.221064  37.978083       -11.114      0.807749
 33.165116  38.004545        31.522      0.551320
 34.109752  38.023456        10.645      1.705247
 35.054779  38.034806         1.340      2.166818
 36.000000  38.038590        -9.304      1.897568
 36.945222  38.034806       -17.947      1.833461
 37.890248  38.023456       -49.989      0.679535
 38.834885  38.004545       -75.756      2.012961
 39.778937  37.978083       -73.386      3.077137
 40.722211  37.944081        80.889      2.038604
 41.664517  37.902557        61.152      1.166748
 42.605664  37.853530        60.202      0.705177
 43.545464  37.797022        75.863      0.525678
 44.483734  37.733062        77.553      0.269250
 24.409164  36.695187       -82.529      0.538499
 25.328331  36.781882       -85.481      2.577103
 26.249495  36.861490       -89.642      2.692495
 27.172495  36.933975        86.561      2.500174
 28.097165  36.999306       -79.144      2.846352
 29.023337  37.057452       -50.479      2.102711
 29.950842  37.108388       -30.546      1.859104
 30.879507  37.152091       -41.987      2.218103
 31.809156  37.188540       -42.231      1.987318
 32.739614  37.217719       -44.124      0.871856
 33.670702  37.239616        24.268      0.653892
 34.602240  37.254219        21.701      1.192391
 35.534050  37.261522       -27.618      0.461571
 36.465950  37.261522       -44.217      0.410285
 37.397760  37.254219       -66.338      0.205142
 38.329299  37.239616        81.604      0.833391
 39.260387  37.217719       -88.517      1.230855
 40.190844  37.188540        86.836      1.115462
 41.120494  37.152091        73.440      0.871856
 42.049159  37.108388        66.335      0.487213
 42.976663  37.057452        81.237      0.435928
 43.902836  36.999306        82.812      0.307714
 24.114587  35.890566         0.151      0.628249
 25.020718  35.977638        11.881      0.782106
 25.928773  36.057883        68.546      1.782175
 26.838602  36.131267        73.650      3.551529
 27.750054  36.197758        79.650      4.423385
 28.662974  36.257327        87.839      3.423315
 29.577207  36.309950       -85.923      1.602676
 30.492593  36.355602       -66.915      1.692426
 31.408970  36.394265       -60.944      2.295032
 32.326177  36.425921       -59.878      2.166818
 33.244049  36.450557       -74.894      1.128284
 34.162421  36.468162        62.413      1.371890
 35.081127  36.478728        81.151      1.487283
 36.000000  36.482251       -81.521      1.974496
 36.918873  36.478728        85.862      0.884677
 37.837579  36.468162        74.415      0.500035
 38.755951  36.450557        71.098      0.320535
 39.673823  36.425921        61.132      0.141035
 40.591030  36.394265        71.636      0.076928
 41.507408  36.355602        75.623      0.089750
 42.422793  36.309950        86.254      0.102571
 43.337026  36.257327       -89.256      0.128214
 24.721820  35.170287         7.421      0.987248
 25.617142  35.250980        38.978      1.371890
 26.514174  35.325066        62.123      2.795066
 27.412779  35.392515        70.131      3.320744
 28.312814  35.453300        75.870      2.859173
 29.214134  35.507394        82.868      2.025782
 30.116594  35.554776       -85.496      1.602676
 31.020046  35.595426       -73.854      1.756533
 31.924339  35.629327       -63.541      2.038604
 32.829323  35.656464       -57.438      1.846282
 33.734845  35.676828       -64.841      0.525678
 34.640753  35.690408        61.151      0.666713
 35.546892  35.697200        89.859      0.743642
 36.453108  35.697200       -85.195      0.448749
 37.359247  35.690408        75.810      0.141035
 38.265155  35.676828        60.914      0.064107
 39.170678  35.656464        45.627      0.051286
 40.075662  35.629327        20.296      0.038464
 40.979955  35.595426       -12.171      0.012821
 41.883407  35.554776       -69.348      0.012821
 25.314217  34.440900        45.121      0.435928
 26.198816  34.515500        61.675      1.179569
 27.084933  34.583712        66.286      1.179569
 27.972437  34.645510        72.046      0.846213
 28.861196  34.700869        80.075      0.576963
 29.751075  34.749767       -88.188      0.525678
 30.641939  34.792185       -76.344      0.653892
 31.533649  34.828106       -65.965      0.987248
 32.426067  34.857516       -54.632      1.423176
 33.319053  34.880402       -50.236      1.128284
 34.212465  34.896756       -54.599      0.294892
 35.106161  34.906571        89.639      0.153857
 36.000000  34.909844        87.673      0.102571
 36.893839  34.906571        78.910      0.038464
 37.787536  34.896756        42.901      0.012821
 38.680948  34.880402        19.998      0.012821
 26.766126  33.771478        66.009      0.205142
 27.641444  33.834096        70.708      0.115393
 28.517983  33.890520        86.987      0.064107
 29.395617  33.940729       -81.608      0.064107
 30.274224  33.984704       -80.105      0.089750
 31.153675  34.022428       -73.495      0.179500
 32.033843  34.053887       -64.056      0.397464
 32.914600  34.079069       -57.914      0.628249
 33.795814  34.097964       -55.495      0.602606
 34.677357  34.110565       -54.918      0.538499
 35.559097  34.116866       -53.456      0.333357
 36.440903  34.116866       -50.986      0.076928
 29.916491  33.173139       -39.188      0.000000
 30.783999  33.212457        70.969      0.012821
 31.652228  33.245751        88.247      0.025643
 32.521058  33.273008       -72.164      0.102571
 33.390370  33.294218       -61.884      0.243607
 34.260045  33.309374       -56.539      0.448749
 35.129962  33.318469       -54.649      0.512856
 36.000000  33.321501       -53.262      0.282071
 31.280814  32.433276        35.187      0.012821
 32.138015  32.462395        40.315      0.025643
 32.995715  32.485702        56.643      0.012821
 33.853804  32.503190       -67.395      0.051286
 34.712171  32.514852       -57.467      0.166678
 35.570705  32.520684       -56.274      0.141035
 32.611445  31.672597        34.653      0.012821
 33.458225  31.692201        36.996      0.025643
 34.305313  31.706209        39.813      0.012821
 35.152605  31.714615       -68.817      0.012821
 36.000000  31.717417       -70.902      0.000000
 33.890675  30.897162        34.191      0.012821
 34.734308  30.908115        35.635      0.012821
