     lon        lat  Cref(km/s)   C(km/s)  Cpert(%)
 35.6303  32.371891       4.961  4.963686 -0.054133
 35.8303  32.371891       4.961  4.963686 -0.054133
 36.0303  32.371891       4.961  4.963387 -0.048118
 36.2303  32.371891       4.961  4.963089 -0.042103
 30.6303  32.571891       4.961  4.961000  0.000000
 30.8303  32.571891       4.961  4.961000  0.000000
 31.0303  32.571891       4.961  4.961000  0.000000
 31.2303  32.571891       4.961  4.961000  0.000000
 31.4303  32.571891       4.961  4.960702  0.006015
 31.6303  32.571891       4.961  4.960702  0.006015
 31.8303  32.571891       4.961  4.960702  0.006015
 32.0303  32.571891       4.961  4.960702  0.006015
 32.2303  32.571891       4.961  4.960702  0.006015
 32.4303  32.571891       4.961  4.960403  0.012030
 32.6303  32.571891       4.961  4.960403  0.012030
 32.8303  32.571891       4.961  4.960403  0.012030
 33.0303  32.571891       4.961  4.960702  0.006015
 33.2303  32.571891       4.961  4.960702  0.006015
 33.4303  32.571891       4.961  4.960702  0.006015
 33.6303  32.571891       4.961  4.960702  0.006015
 33.8303  32.571891       4.961  4.961597 -0.012030
 34.0303  32.571891       4.961  4.963387 -0.048118
 34.2303  32.571891       4.961  4.964581 -0.072177
 34.4303  32.571891       4.961  4.965177 -0.084207
 34.6303  32.571891       4.961  4.965476 -0.090221
 34.8303  32.571891       4.961  4.966968 -0.120295
 35.0303  32.571891       4.961  4.967565 -0.132325
 35.2303  32.571891       4.961  4.967266 -0.126310
 35.4303  32.571891       4.961  4.966371 -0.108266
 35.6303  32.571891       4.961  4.965177 -0.084207
 35.8303  32.571891       4.961  4.965774 -0.096236
 36.0303  32.571891       4.961  4.966073 -0.102251
 30.0303  32.771891       4.961  4.961000  0.000000
 30.2303  32.771891       4.961  4.961000  0.000000
 30.4303  32.771891       4.961  4.961000  0.000000
 30.6303  32.771891       4.961  4.961000  0.000000
 30.8303  32.771891       4.961  4.960702  0.006015
 31.0303  32.771891       4.961  4.960702  0.006015
 31.2303  32.771891       4.961  4.960702  0.006015
 31.4303  32.771891       4.961  4.960702  0.006015
 31.6303  32.771891       4.961  4.960702  0.006015
 31.8303  32.771891       4.961  4.960702  0.006015
 32.0303  32.771891       4.961  4.960702  0.006015
 32.2303  32.771891       4.961  4.960403  0.012030
 32.4303  32.771891       4.961  4.960403  0.012030
 32.6303  32.771891       4.961  4.960702  0.006015
 32.8303  32.771891       4.961  4.961000  0.000000
 33.0303  32.771891       4.961  4.961298 -0.006015
 33.2303  32.771891       4.961  4.961298 -0.006015
 33.4303  32.771891       4.961  4.961597 -0.012030
 33.6303  32.771891       4.961  4.963089 -0.042103
 33.8303  32.771891       4.961  4.964879 -0.078192
 34.0303  32.771891       4.961  4.966371 -0.108266
 34.2303  32.771891       4.961  4.967565 -0.132325
 34.4303  32.771891       4.961  4.969057 -0.162399
 34.6303  32.771891       4.961  4.971145 -0.204502
 34.8303  32.771891       4.961  4.972339 -0.228561
 35.0303  32.771891       4.961  4.971742 -0.216531
 35.2303  32.771891       4.961  4.971444 -0.210517
 35.4303  32.771891       4.961  4.971145 -0.204502
 35.6303  32.771891       4.961  4.970549 -0.192472
 35.8303  32.771891       4.961  4.969355 -0.168413
 36.0303  32.771891       4.961  4.968460 -0.150369
 36.2303  32.771891       4.961  4.969355 -0.168413
 29.6303  32.971891       4.961  4.961000  0.000000
 29.8303  32.971891       4.961  4.961000  0.000000
 30.0303  32.971891       4.961  4.961000  0.000000
 30.2303  32.971891       4.961  4.961000  0.000000
 30.4303  32.971891       4.961  4.961000  0.000000
 30.6303  32.971891       4.961  4.961000  0.000000
 30.8303  32.971891       4.961  4.960702  0.006015
 31.0303  32.971891       4.961  4.960702  0.006015
 31.2303  32.971891       4.961  4.960702  0.006015
 31.4303  32.971891       4.961  4.960702  0.006015
 31.6303  32.971891       4.961  4.960702  0.006015
 31.8303  32.971891       4.961  4.960403  0.012030
 32.0303  32.971891       4.961  4.960403  0.012030
 32.2303  32.971891       4.961  4.960403  0.012030
 32.4303  32.971891       4.961  4.960403  0.012030
 32.6303  32.971891       4.961  4.961000  0.000000
